Sentence_ID,Domain,Model,CLS_Attention_Max,CLS_Attention_Mean,Self_Attention_Mean,Content_Function_Ratio,Attention_Entropy
S10,World,RoBERTa,0.2627222537994385,0.03846153989434242,0.12268783152103424,38.4615364074707,50.159080505371094
S11,World,BERT,0.14461617171764374,0.03030303120613098,0.07916479557752609,4.337741374969482,65.44619750976562
S11,World,DistilBERT,0.15027140080928802,0.03030303120613098,0.06375940144062042,2.6907119750976562,74.92356872558594
S11,World,RoBERTa,0.26650121808052063,0.03125,0.10968295484781265,31.249998092651367,67.07759857177734
S12,World,BERT,0.08869381994009018,0.0357142873108387,0.10245732218027115,2.800945281982422,56.22503662109375
S12,World,DistilBERT,0.18397478759288788,0.0357142835855484,0.08935244381427765,1.9492623805999756,58.089500427246094
S12,World,RoBERTa,0.24954958260059357,0.03448275849223137,0.14550505578517914,34.482757568359375,60.04993438720703
S13,World,BERT,0.11545926332473755,0.0476190485060215,0.11450865119695663,1.6064084768295288,41.91670227050781
S13,World,DistilBERT,0.21052658557891846,0.0476190447807312,0.09654905647039413,1.8861570358276367,42.222862243652344
S13,World,RoBERTa,0.2992589771747589,0.0416666679084301,0.1384436935186386,41.666664123535156,49.929710388183594
S14,World,BERT,0.16638942062854767,0.03999999910593033,0.10055418312549591,29.913515090942383,45.58429718017578
S14,World,DistilBERT,0.22275345027446747,0.03999999910593033,0.08427990227937698,34.169921875,50.704505920410156
S14,World,RoBERTa,0.2756045460700989,0.03846153989434242,0.14989185333251953,38.4615364074707,49.94782257080078
S15,World,BERT,0.09261899441480637,0.029411764815449715,0.09432230144739151,2.8774116039276123,89.29894256591797
S15,World,DistilBERT,0.11464816331863403,0.029411764815449715,0.06622856110334396,3.251101493835449,86.61622619628906
S15,World,RoBERTa,0.2888226807117462,0.03030303120613098,0.10657563805580139,30.303030014038086,67.42486572265625
S16,World,BERT,0.11784175783395767,0.043478261679410934,0.1031092032790184,33.38827896118164,41.20056915283203
S16,World,DistilBERT,0.22903692722320557,0.043478257954120636,0.09958070516586304,27.225160598754883,47.713077545166016
S16,World,RoBERTa,0.29152345657348633,0.043478257954120636,0.12217932939529419,43.4782600402832,44.051849365234375
S17,World,BERT,0.13186147809028625,0.032258063554763794,0.09392282366752625,2.0604331493377686,66.17052459716797
S17,World,DistilBERT,0.15462331473827362,0.032258063554763794,0.06969501823186874,2.285512924194336,66.38601684570312
S17,World,RoBERTa,0.26934105157852173,0.03448275849223137,0.11193132400512695,34.482757568359375,58.15073013305664
S18,World,BERT,0.1506451666355133,0.03846153989434242,0.09483647346496582,2.179596185684204,47.602115631103516
S18,World,DistilBERT,0.20124395191669464,0.03846154361963272,0.08024658262729645,1.9121209383010864,51.88706970214844
S18,World,RoBERTa,0.27597740292549133,0.03703703731298447,0.13704818487167358,37.03703689575195,53.77890396118164
S19,World,BERT,0.12011448293924332,0.03333333507180214,0.09196163713932037,25.877586364746094,61.33302688598633
S19,World,DistilBERT,0.1737072467803955,0.03333333507180214,0.08256227523088455,30.651647567749023,64.96762084960938
S19,World,RoBERTa,0.2785792946815491,0.03333333507180214,0.1267910599708557,33.33333206176758,62.869258880615234
S20,World,BERT,0.10625719279050827,0.03703703731298447,0.08681236207485199,3.8033504486083984,58.37157440185547
S20,World,DistilBERT,0.1408463418483734,0.03703703358769417,0.07983293384313583,3.5081253051757812,60.28053665161133
S20,World,RoBERTa,0.26595965027809143,0.032258063554763794,0.11900527775287628,32.258060455322266,61.73444366455078
S21,World,BERT,0.12245357781648636,0.03846154361963272,0.099346823990345,2.110244035720825,52.553375244140625
S21,World,DistilBERT,0.20462976396083832,0.03846153989434242,0.07983730733394623,2.581486701965332,51.20533752441406
S21,World,RoBERTa,0.2746593952178955,0.037037041038274765,0.12914177775382996,37.03703689575195,53.76763153076172
S22,World,BERT,0.12941168248653412,0.03030303120613098,0.09615148603916168,1.9867063760757446,69.6740951538086
S22,World,DistilBERT,0.21250008046627045,0.03030303120613098,0.07791081070899963,1.963111400604248,70.12188720703125
S22,World,RoBERTa,0.2645987570285797,0.03333333507180214,0.13107360899448395,2.368103504180908,58.38135528564453
S23,World,BERT,0.09806463122367859,0.0357142873108387,0.11352751404047012,1.2988271713256836,56.144554138183594
S23,World,DistilBERT,0.17543916404247284,0.0357142873108387,0.08067335188388824,1.3077516555786133,57.361595153808594
S23,World,RoBERTa,0.28166112303733826,0.03703703731298447,0.11151926964521408,37.03703689575195,53.19440460205078
S24,World,BERT,0.1321016103029251,0.03999999910593033,0.12420231848955154,2.1961443424224854,51.52348327636719
S24,World,DistilBERT,0.22119057178497314,0.03999999910593033,0.0845097005367279,1.869263768196106,52.58351135253906
S24,World,RoBERTa,0.25897571444511414,0.03999999910593033,0.13257268071174622,39.999996185302734,56.74285888671875
S25,World,BERT,0.14631864428520203,0.0416666679084301,0.12267199903726578,1.9207448959350586,47.93890380859375
S25,World,DistilBERT,0.21516908705234528,0.0416666641831398,0.08806905895471573,1.4211114645004272,45.450340270996094
S25,World,RoBERTa,0.29888325929641724,0.043478261679410934,0.13196061551570892,43.4782600402832,46.95459747314453
S26,Sports,BERT,0.08460629731416702,0.02500000037252903,0.09058073908090591,2.845460891723633,102.11318969726562
S26,Sports,DistilBERT,0.10465478897094727,0.02500000223517418,0.0624859556555748,3.4629392623901367,105.81127166748047
S26,Sports,RoBERTa,0.2670134902000427,0.02631578966975212,0.11621060967445374,26.31578826904297,83.91080474853516
S27,Sports,BERT,0.14636914432048798,0.032258063554763794,0.0891445204615593,2.2803916931152344,69.03318786621094
S27,Sports,DistilBERT,0.1806410551071167,0.032258059829473495,0.07614866644144058,1.2696044445037842,68.32417297363281
S27,Sports,RoBERTa,0.24139617383480072,0.032258063554763794,0.13721856474876404,32.258060455322266,61.674800872802734
S28,Sports,BERT,0.10846910625696182,0.043478261679410934,0.1124885305762291,3.049596071243286,46.105899810791016
S28,Sports,DistilBERT,0.17028729617595673,0.043478261679410934,0.09067714959383011,1.9844554662704468,52.84041213989258
S28,Sports,RoBERTa,0.34294068813323975,0.043478261679410934,0.17102542519569397,43.4782600402832,46.24896240234375
S29,Sports,BERT,0.10996850579977036,0.03448275849223137,0.08906088024377823,3.6275243759155273,59.90272521972656
S29,Sports,DistilBERT,0.16500787436962128,0.03448275476694107,0.08102674037218094,1.5233420133590698,66.35101318359375
S29,Sports,RoBERTa,0.27490100264549255,0.03333333507180214,0.13838860392570496,33.33333206176758,58.41531753540039
S30,Sports,BERT,0.1164863333106041,0.03846153989434242,0.0991213396191597,3.3650689125061035,57.321922302246094
S30,Sports,DistilBERT,0.16143299639225006,0.038461536169052124,0.08694939315319061,2.737201452255249,61.4647216796875
S30,Sports,RoBERTa,0.27760979533195496,0.03846153989434242,0.14420658349990845,2.0565972328186035,52.182342529296875
S31,Sports,BERT,0.11827246099710464,0.038461536169052124,0.11379026621580124,3.057737350463867,51.43177795410156
S31,Sports,DistilBERT,0.22829501330852509,0.038461536169052124,0.08984952419996262,2.6767425537109375,53.708370208740234
S31,Sports,RoBERTa,0.2753257155418396,0.0416666716337204,0.14802010357379913,41.66666030883789,44.846527099609375
S32,Sports,BERT,0.13727633655071259,0.03846153989434242,0.10898686945438385,1.9758830070495605,48.09650421142578
S32,Sports,DistilBERT,0.22446303069591522,0.03846153989434242,0.09168136119842529,1.328232765197754,56.10042953491211
S32,Sports,RoBERTa,0.25944873690605164,0.0357142835855484,0.13650517165660858,2.2620949745178223,55.42965316772461
S33,Sports,BERT,0.12066368013620377,0.03999999910593033,0.11791691184043884,2.2422304153442383,46.628807067871094
S33,Sports,DistilBERT,0.17760252952575684,0.03999999910593033,0.09083373099565506,2.485527992248535,50.74048614501953
S33,Sports,RoBERTa,0.27225205302238464,0.03703703731298447,0.11986656486988068,37.03703689575195,60.28179168701172
S34,Sports,BERT,0.08551058173179626,0.03703703731298447,0.11722031235694885,2.1837193965911865,57.13564682006836
S34,Sports,DistilBERT,0.18346457183361053,0.03703703358769417,0.0935489684343338,1.5101486444473267,62.50868606567383
S34,Sports,RoBERTa,0.29124486446380615,0.03999999910593033,0.14042533934116364,39.999996185302734,50.28303527832031
S35,Sports,BERT,0.08123813569545746,0.032258063554763794,0.0969630554318428,3.193493604660034,78.17845153808594
S35,Sports,DistilBERT,0.10854226350784302,0.032258063554763794,0.08543022722005844,2.0526394844055176,78.28457641601562
S35,Sports,RoBERTa,0.18590430915355682,0.03125,0.1106795072555542,31.249998092651367,73.64654541015625
S36,Sports,BERT,0.10183463245630264,0.037037041038274765,0.11513086408376694,3.1527066230773926,58.072227478027344
S36,Sports,DistilBERT,0.17746655642986298,0.03703703731298447,0.08649642020463943,2.1178653240203857,60.463802337646484
S36,Sports,RoBERTa,0.26301172375679016,0.03125,0.12705197930335999,31.249998092651367,66.36517333984375
S37,Sports,BERT,0.13117453455924988,0.03333333507180214,0.1022181287407875,3.2869086265563965,56.11659622192383
S37,Sports,DistilBERT,0.20240110158920288,0.03333333507180214,0.07442287355661392,3.0529274940490723,54.536170959472656
S37,Sports,RoBERTa,0.2440638393163681,0.03125,0.11699867993593216,3.436561107635498,63.88312530517578
S38,Sports,BERT,0.1122976765036583,0.03846153989434242,0.10796494036912918,2.455029249191284,48.64783477783203
S38,Sports,DistilBERT,0.2045595496892929,0.038461532443761826,0.09303656965494156,2.1771676540374756,50.728050231933594
S38,Sports,RoBERTa,0.26415517926216125,0.03999999910593033,0.13562415540218353,39.999996185302734,50.006996154785156
S39,Sports,BERT,0.08367542177438736,0.032258063554763794,0.09514306485652924,3.871295928955078,70.7208251953125
S39,Sports,DistilBERT,0.10316166281700134,0.032258063554763794,0.07841803878545761,1.8450859785079956,83.9862289428711
S39,Sports,RoBERTa,0.2630866467952728,0.03124999813735485,0.10956564545631409,1.7255176305770874,65.94599914550781
S40,Sports,BERT,0.11429858952760696,0.043478261679410934,0.10685422271490097,2.468865394592285,41.587562561035156
S40,Sports,DistilBERT,0.1865839958190918,0.043478261679410934,0.09553588926792145,1.8342535495758057,48.05922317504883
S40,Sports,RoBERTa,0.2794569432735443,0.03999999910593033,0.14901365339756012,39.999996185302734,50.392181396484375
S41,Sports,BERT,0.08227003365755081,0.027027029544115067,0.09633691608905792,2.836294174194336,85.5744400024414
S41,Sports,DistilBERT,0.11026490479707718,0.027027027681469917,0.07731103897094727,3.540170669555664,95.09540557861328
S41,Sports,RoBERTa,0.274854451417923,0.027027025818824768,0.11421092599630356,3.961622953414917,75.2981948852539
S42,Sports,BERT,0.09820868819952011,0.03846153989434242,0.09971863776445389,3.9391214847564697,54.16823959350586
S42,Sports,DistilBERT,0.14623592793941498,0.03846153989434242,0.08286470919847488,2.302663803100586,58.92522430419922
S42,Sports,RoBERTa,0.28608736395835876,0.0357142873108387,0.1349843591451645,35.71428680419922,56.673404693603516
S43,Sports,BERT,0.10677376389503479,0.03703703731298447,0.10113712400197983,2.0768115520477295,56.799049377441406
S43,Sports,DistilBERT,0.23732416331768036,0.03703703731298447,0.08440721780061722,1.7711976766586304,57.910030364990234
S43,Sports,RoBERTa,0.2684510350227356,0.03703703731298447,0.1325511783361435,37.03703308105469,54.72357177734375
S44,Sports,BERT,0.0999130979180336,0.0357142873108387,0.09854781627655029,2.3369150161743164,66.57032012939453
S44,Sports,DistilBERT,0.13992927968502045,0.0357142873108387,0.07927300035953522,1.569278359413147,66.97267150878906
S44,Sports,RoBERTa,0.26107487082481384,0.03703703358769417,0.1322541981935501,37.03704071044922,56.07989501953125
S45,Sports,BERT,0.10220982879400253,0.03703703731298447,0.10357936471700668,1.543965458869934,52.101924896240234
S45,Sports,DistilBERT,0.17188386619091034,0.03703703731298447,0.08999882638454437,0.9801245927810669,62.05128860473633
S45,Sports,RoBERTa,0.2751155495643616,0.0357142798602581,0.14644816517829895,35.71428680419922,56.99174499511719
S46,Sports,BERT,0.0954926386475563,0.03703703731298447,0.09108830988407135,3.650561809539795,54.017601013183594
S46,Sports,DistilBERT,0.20028574764728546,0.03703703731298447,0.08266697824001312,1.6571627855300903,58.85322570800781
S46,Sports,RoBERTa,0.29084885120391846,0.03846153989434242,0.11240700632333755,38.4615364074707,48.16582489013672
S47,Sports,BERT,0.12297472357749939,0.03703703731298447,0.10350403189659119,1.7836140394210815,51.50574493408203
S47,Sports,DistilBERT,0.2320532351732254,0.03703703731298447,0.08986514061689377,0.9188417792320251,54.54581832885742
S47,Sports,RoBERTa,0.26067447662353516,0.03703703731298447,0.12474225461483002,37.03703689575195,54.34477233886719
S48,Sports,BERT,0.10822241753339767,0.029411764815449715,0.09128397703170776,3.1471617221832275,78.31593322753906
S48,Sports,DistilBERT,0.17312736809253693,0.029411762952804565,0.0709877461194992,1.9040343761444092,77.8277587890625
S48,Sports,RoBERTa,0.2715323567390442,0.02857142873108387,0.1062699407339096,2.8046951293945312,73.25039672851562
S49,Sports,BERT,0.07111514359712601,0.026315787807106972,0.08761069178581238,1.4986244440078735,91.06192016601562
S49,Sports,DistilBERT,0.16008085012435913,0.026315787807106972,0.07240977138280869,1.5078328847885132,89.07862854003906
S49,Sports,RoBERTa,0.2819150984287262,0.027027027681469917,0.1002286821603775,27.027027130126953,75.33678436279297
S50,Sports,BERT,0.11402507871389389,0.03448275849223137,0.09193287789821625,4.214816570281982,59.08519744873047
S50,Sports,DistilBERT,0.18042202293872833,0.03448275476694107,0.07787346094846725,2.1179816722869873,68.81179809570312
S50,Sports,RoBERTa,0.2586881220340729,0.032258063554763794,0.14985036849975586,32.258060455322266,61.31881332397461
S51,Business,BERT,0.1326097548007965,0.04545454680919647,0.12232932448387146,1.4422411918640137,45.05767059326172
S51,Business,DistilBERT,0.23715563118457794,0.04545454680919647,0.09128154069185257,1.538206934928894,42.626007080078125
S51,Business,RoBERTa,0.30743247270584106,0.043478261679410934,0.14291349053382874,43.4782600402832,45.06895446777344
S52,Business,BERT,0.12987112998962402,0.043478261679410934,0.10677745938301086,1.7399451732635498,46.42333221435547
S52,Business,DistilBERT,0.21628963947296143,0.043478261679410934,0.08086026459932327,1.6232105493545532,46.88950729370117
S52,Business,RoBERTa,0.26949790120124817,0.0416666604578495,0.1321243792772293,41.666664123535156,48.691402435302734
S53,Business,BERT,0.11051774024963379,0.043478261679410934,0.10110201686620712,2.9601569175720215,43.12620544433594
S53,Business,DistilBERT,0.18764646351337433,0.043478261679410934,0.090980663895607,2.385354995727539,46.23021697998047
S53,Business,RoBERTa,0.27451977133750916,0.040000006556510925,0.138748899102211,39.999996185302734,50.16239547729492
S54,Business,BERT,0.12084484845399857,0.0357142873108387,0.10274432599544525,3.5572893619537354,57.247215270996094
S54,Business,DistilBERT,0.16663748025894165,0.0357142873108387,0.0764429122209549,2.4271998405456543,64.63035583496094
S54,Business,RoBERTa,0.26987770199775696,0.03846153989434242,0.13949304819107056,38.46153259277344,50.044273376464844
S55,Business,BERT,0.09970699995756149,0.0357142873108387,0.09787669032812119,1.7435762882232666,59.410614013671875
S55,Business,DistilBERT,0.17583875358104706,0.0357142873108387,0.08907993882894516,1.5406440496444702,65.04959106445312
S55,Business,RoBERTa,0.24257515370845795,0.0357142873108387,0.12394624948501587,1.6935316324234009,59.440608978271484
S56,Business,BERT,0.10541149228811264,0.0476190485060215,0.1183001846075058,1.8558754920959473,40.640106201171875
S56,Business,DistilBERT,0.2223164290189743,0.0476190447807312,0.09324406087398529,1.5682342052459717,39.63333511352539
S56,Business,RoBERTa,0.28456106781959534,0.04545454680919647,0.15202847123146057,45.45454406738281,41.70564270019531
S57,Business,BERT,0.1507609784603119,0.04545454680919647,0.1177162155508995,0.9011113047599792,36.28111267089844
S57,Business,DistilBERT,0.23874227702617645,0.045454543083906174,0.09113773703575134,0.5726136565208435,35.516780853271484
S57,Business,RoBERTa,0.3364535868167877,0.0476190447807312,0.1548052579164505,1.5061702728271484,40.06468200683594
S58,Business,BERT,0.13641242682933807,0.0416666679084301,0.0989561676979065,2.2003285884857178,47.13650131225586
S58,Business,DistilBERT,0.20008651912212372,0.0416666604578495,0.07812684029340744,2.619832754135132,50.62373352050781
S58,Business,RoBERTa,0.27627673745155334,0.0416666679084301,0.120458222925663,41.66666030883789,46.5508918762207
S59,Business,BERT,0.10213807970285416,0.03448275476694107,0.10296675562858582,2.460080146789551,64.96643829345703
S59,Business,DistilBERT,0.16304117441177368,0.03448275849223137,0.07853928953409195,1.8154007196426392,67.15446472167969
S59,Business,RoBERTa,0.24695903062820435,0.03999999538064003,0.12196504324674606,39.99999237060547,51.14773941040039
S60,Business,BERT,0.13183097541332245,0.03999999910593033,0.12019522488117218,1.5364779233932495,49.50872039794922
S60,Business,DistilBERT,0.25199463963508606,0.03999999910593033,0.08674789220094681,1.7116981744766235,48.3785400390625
S60,Business,RoBERTa,0.2819736897945404,0.03703703731298447,0.125801682472229,37.03703689575195,51.43585968017578
S61,Business,BERT,0.10668043047189713,0.03999999910593033,0.11130301654338837,2.3132922649383545,50.22796630859375
S61,Business,DistilBERT,0.18423204123973846,0.03999999910593033,0.08632946014404297,2.0208070278167725,54.4176139831543
S61,Business,RoBERTa,0.260316401720047,0.0416666679084301,0.15672144293785095,41.666664123535156,48.23933029174805
S62,Business,BERT,0.14518891274929047,0.03703703358769417,0.0949041023850441,24.87980842590332,50.85132598876953
S62,Business,DistilBERT,0.21999646723270416,0.03703703731298447,0.077717624604702,30.396451950073242,53.36088943481445
S62,Business,RoBERTa,0.288081556558609,0.0416666604578495,0.13541297614574432,41.666664123535156,46.866188049316406
S63,Business,BERT,0.07226148992776871,0.02857142686843872,0.08495759218931198,1.811083436012268,84.55358123779297
S63,Business,DistilBERT,0.1545439511537552,0.02857142873108387,0.0760636031627655,2.463381290435791,86.45206451416016
S63,Business,RoBERTa,0.2311616688966751,0.03124999813735485,0.11262185871601105,2.315189838409424,68.33525085449219
S64,Business,BERT,0.10363560914993286,0.0416666679084301,0.1067444309592247,2.5340654850006104,50.04582977294922
S64,Business,DistilBERT,0.2376384288072586,0.0416666679084301,0.08621545881032944,2.416912317276001,50.80308532714844
S64,Business,RoBERTa,0.28733542561531067,0.0416666641831398,0.1523379683494568,41.666664123535156,48.18570327758789
S65,Business,BERT,0.10411267727613449,0.0357142873108387,0.10178729146718979,3.4676082134246826,61.2674560546875
S65,Business,DistilBERT,0.23657222092151642,0.0357142873108387,0.0785888284444809,2.6250061988830566,61.965518951416016
S65,Business,RoBERTa,0.2636902630329132,0.03703703731298447,0.13024581968784332,2.5985219478607178,53.3183708190918
S66,Business,BERT,0.08608604222536087,0.03846153989434242,0.11944059282541275,2.0355801582336426,55.576236724853516
S66,Business,DistilBERT,0.17154331505298615,0.038461536169052124,0.08642833679914474,1.7044388055801392,56.850990295410156
S66,Business,RoBERTa,0.26534369587898254,0.03703703358769417,0.13500654697418213,37.03703689575195,55.09236526489258
S67,Business,BERT,0.1077844500541687,0.03333333134651184,0.1045083999633789,2.693931818008423,70.51507568359375
S67,Business,DistilBERT,0.1787734031677246,0.03333333507180214,0.08194366842508316,1.380967617034912,74.4831771850586
S67,Business,RoBERTa,0.2633616626262665,0.03333333507180214,0.12208621948957443,33.33333206176758,63.68336868286133
S68,Business,BERT,0.09240967035293579,0.043478261679410934,0.11141148954629898,1.8029321432113647,46.16228103637695
S68,Business,DistilBERT,0.24504661560058594,0.043478257954120636,0.08432634174823761,1.2553036212921143,45.52174377441406
S68,Business,RoBERTa,0.27077627182006836,0.04545454680919647,0.12305175513029099,45.45454406738281,43.72467041015625
S69,Business,BERT,0.13011591136455536,0.03448275849223137,0.09044720977544785,3.0825748443603516,51.12420654296875
S69,Business,DistilBERT,0.20632179081439972,0.03448275476694107,0.08046943694353104,2.5427985191345215,63.539466857910156
S69,Business,RoBERTa,0.2661072015762329,0.03703703731298447,0.12886248528957367,37.03704071044922,52.53708267211914
S70,Business,BERT,0.08953804522752762,0.025641025975346565,0.10250353068113327,1.5605298280715942,95.98686218261719
S70,Business,DistilBERT,0.14351853728294373,0.025641025975346565,0.07236993312835693,1.4166154861450195,88.37750244140625
S70,Business,RoBERTa,0.2130809873342514,0.02631578966975212,0.12709546089172363,26.315784454345703,84.68590545654297
S71,Business,BERT,0.08306937664747238,0.02777777798473835,0.09139381349086761,3.091703176498413,81.87541961669922
S71,Business,DistilBERT,0.14190568029880524,0.02777777798473835,0.06977503001689911,1.5555299520492554,90.0597915649414
S71,Business,RoBERTa,0.2750609517097473,0.02857142873108387,0.12597373127937317,28.571428298950195,76.07099914550781
S72,Business,BERT,0.10965537279844284,0.032258063554763794,0.10164554417133331,5.5454421043396,60.895912170410156
S72,Business,DistilBERT,0.14124271273612976,0.032258063554763794,0.08195041865110397,3.1082520484924316,78.5274887084961
S72,Business,RoBERTa,0.19446657598018646,0.03703703731298447,0.12134059518575668,37.03703689575195,60.00938034057617
S73,Business,BERT,0.11806932836771011,0.03999999910593033,0.09838119149208069,2.1080782413482666,48.44818115234375
S73,Business,DistilBERT,0.19917632639408112,0.03999999910593033,0.080193892121315,2.009491443634033,53.438987731933594
S73,Business,RoBERTa,0.2550056576728821,0.03846153989434242,0.13466627895832062,1.8820064067840576,54.23381805419922
S74,Business,BERT,0.09886638075113297,0.0416666679084301,0.11107174307107925,2.970970869064331,42.892181396484375
S74,Business,DistilBERT,0.21327422559261322,0.0416666679084301,0.0880267545580864,1.9799195528030396,46.118656158447266
S74,Business,RoBERTa,0.28542816638946533,0.043478261679410934,0.13445381820201874,43.4782600402832,45.15528106689453
S75,Business,BERT,0.1089334785938263,0.0476190447807312,0.1155318096280098,3.2961483001708984,43.898292541503906
S75,Business,DistilBERT,0.1834619641304016,0.0476190485060215,0.0938640907406807,3.8936867713928223,45.68756103515625
S75,Business,RoBERTa,0.27336981892585754,0.0416666679084301,0.1436585783958435,41.666664123535156,49.071998596191406
S76,Sci/Tech,BERT,0.09140151739120483,0.0357142835855484,0.11117073148488998,2.7132890224456787,52.715721130371094
S76,Sci/Tech,DistilBERT,0.1951839178800583,0.0357142873108387,0.08520754426717758,1.8874297142028809,59.24547576904297
S76,Sci/Tech,RoBERTa,0.2820449769496918,0.03448275849223137,0.12874943017959595,34.482757568359375,56.232139587402344
S77,Sci/Tech,BERT,0.10700342059135437,0.04545454680919647,0.11440693587064743,2.0307698249816895,46.024391174316406
S77,Sci/Tech,DistilBERT,0.17387346923351288,0.04545454680919647,0.09200406074523926,2.3589255809783936,45.00343704223633
S77,Sci/Tech,RoBERTa,0.2752481698989868,0.0416666641831398,0.11662047356367111,41.666664123535156,50.25410842895508
S78,Sci/Tech,BERT,0.09866992384195328,0.038461536169052124,0.0981721431016922,1.9641050100326538,57.85648727416992
S78,Sci/Tech,DistilBERT,0.12121643871068954,0.03846153989434242,0.08322285115718842,1.8361159563064575,60.95548629760742
S78,Sci/Tech,RoBERTa,0.2552923858165741,0.03703703358769417,0.10405843704938889,37.03703689575195,58.75973892211914
S79,Sci/Tech,BERT,0.09831678867340088,0.03703703731298447,0.09757255017757416,28.827085494995117,54.807655334472656
S79,Sci/Tech,DistilBERT,0.13534851372241974,0.03703703358769417,0.08665434271097183,35.57025909423828,64.07978057861328
S79,Sci/Tech,RoBERTa,0.24486486613750458,0.03846153989434242,0.11240832507610321,38.4615364074707,56.76234817504883
S80,Sci/Tech,BERT,0.11379005759954453,0.0555555559694767,0.15030698478221893,0.9621616005897522,28.23719596862793
S80,Sci/Tech,DistilBERT,0.2810846269130707,0.0555555559694767,0.10883254557847977,0.7910553812980652,28.322526931762695
S80,Sci/Tech,RoBERTa,0.35873889923095703,0.0555555522441864,0.14712509512901306,55.5555534362793,32.1117057800293
S81,Sci/Tech,BERT,0.11738578230142593,0.032258063554763794,0.08982866257429123,22.7929744720459,62.54915237426758
S81,Sci/Tech,DistilBERT,0.1456868201494217,0.032258063554763794,0.0861484557390213,23.510284423828125,68.40667724609375
S81,Sci/Tech,RoBERTa,0.3081927001476288,0.03333333507180214,0.14088918268680573,33.33333206176758,59.568939208984375
S82,Sci/Tech,BERT,0.09339239448308945,0.0416666679084301,0.10927197337150574,3.681065082550049,52.10686111450195
S82,Sci/Tech,DistilBERT,0.19085188210010529,0.0416666679084301,0.08561008423566818,4.774529933929443,49.44858932495117
S82,Sci/Tech,RoBERTa,0.27680930495262146,0.0416666716337204,0.12972794473171234,41.666664123535156,49.618106842041016
S83,Sci/Tech,BERT,0.1739766150712967,0.0625,0.13933706283569336,30.11392593383789,28.085750579833984
S83,Sci/Tech,DistilBERT,0.2816011905670166,0.0625000074505806,0.11504030972719193,28.84707260131836,27.55717658996582
